ID,sentence,level,hurigana,english,vietnamese,chinese,korean,indonesian,hindi,grammar,,1,2,3,4,5,6,7,8,9,10,word1_name,word1_id,word2_name,word2_id,word3_name,word3_id,word4_name,word4_id,word5_name,word5_id,word6_name,word6_id,word7_name,word7_id,word8_name,word8_id,word9_name,word9_id,word10_name,word10_id,word11_name,word11_id,word12_name,word12_id,word13_name,word13_id,word14_name,word14_id,EntityType,length,check
227,妹は一昨日から少し風邪気味です。,9,妹は、おとといから少し風邪気味です。,My younger sister has had a slight cold since the day before yesterday.,Em gái tôi bị cảm nhẹ từ hôm kia.,妹妹从前天开始有点感冒。,여동생은 엊그제부터 감기 기운이 있습니다.,Adik perempuan agak flu sejak kemarin lusa.,छोटी बहन को परसों से थोड़ा जुकाम है।,191,,,,,,,,,,,,妹,,は,,一昨日,,から,,少し,,風邪,,気味,,です,,,,,,,,,,,,,,Sentence,16,TRUE
228,その猫は寂しげに鳴きました。,9,その猫は、寂しげに鳴きました。,The cat meowed as if it were lonely.,Con mèo kêu nghe có vẻ cô đơn.,那只猫寂寞地叫着。,그 고양이는 쓸쓸한 듯 울었습니다.,Kucing itu mengeong dengan sedih.,उस बिल्ली ने उदास होकर म्याऊँ किया।,192,,,,,,,,,,,,その,,猫,,は,,寂し,375,げ,,に,,鳴き,927,ました,,,,,,,,,,,,,,Sentence,14,TRUE
229,日本にいるうちに京都へ行きたいです。,8,日本にいるうちに、京都へ行きたいです。,I want to go to Kyoto while I’m in Japan.,Tôi muốn đi Kyoto trong khi còn ở Nhật.,在日本期间我想去京都。,일본에 있는 동안 교토에 가고 싶습니다.,"Selama di Jepang, saya ingin ke Kyoto.","जब तक मैं जापान में हूँ, क्योटो जाना चाहता हूँ।",193,,,,,,,,,,,,日本,,に,,いる,,うち,,に,,京都,,へ,,行きたい,271,です,,,,,,,,,,,,Sentence,18,TRUE
230,先生のおかげで日本語が上手になりました。,7,先生のおかげで、日本語が上手になりました。,"Thanks to my teacher, my Japanese has improved.",Nhờ thầy giáo mà tiếng Nhật của tôi đã tiến bộ.,多亏了老师，日语变好了。,선생님 덕분에 일본어를 잘하게 되었습니다.,"Berkat guru, bahasa Jepang saya menjadi bagus.",शिक्षक की वजह से मेरी जापानी बेहतर हुई।,194,,,,,,,,,,,,先生,,の,,おかげ,,で,,日本語,,が,,上手,393,に,,なりました,,,,,,,,,,,,Sentence,20,TRUE
231,雨のせいで電車が遅れました。,7,雨のせいで電車が遅れました。,"Because of the rain, the train was delayed.",Vì mưa nên tàu bị trễ.,因为下雨，电车晚点了。,비 때문에 기차가 지연되었습니다.,Kereta terlambat karena hujan.,बारिश के कारण ट्रेन देर से आई।,195,,,,,,,,,,,,雨,,の,,せい,,で,,電車,,が,,遅れ,1261,まし,,た,,,,,,,,,,,,Sentence,14,TRUE
232,明日の予定に関してお知らせします。,7,明日の予定に関して、お知らせします。,I will inform you about tomorrow’s schedule.,Tôi xin thông báo về lịch trình ngày mai.,告知关于明天的预定。,내일 일정에 관해 알려 드립니다.,Saya akan mengumumkan tentang jadwal besok.,मैं कल के शेड्यूल के बारे में सूचित करूँगा।,196,,,,,,,,,,,,明日,,の,,予定,,に,,関して,,お知らせ,,します,,,,,,,,,,,,,,,,Sentence,17,TRUE
233,準備ができ次第出発してください。,8,準備ができ次第、出発してください。,Please depart as soon as you are ready.,Hãy khởi hành ngay sau khi chuẩn bị xong.,准备好后请立即出发。,준비가 되는 대로 출발하십시오.,"Begitu siap, silakan berangkat.","जैसे ही तैयारी हो जाए, कृपया निकल जाएँ।",197,,,,,,,,,,,,準備,842,が,,でき,,次第,,出発,839,し,,て,,ください,,,,,,,,,,,,,,Sentence,16,TRUE
234,私が見る限りおじいさんは元気です。,9,私が見る限り、おじいさんは元気です。,"As far as I can see, the old man looks fine.",Theo tôi thấy thì ông cụ trông khỏe mạnh.,就我看来，爷爷很健康。,제가 보는 한 할아버지는 건강하십니다.,"Sejauh yang saya lihat, Kakek sehat.","जहाँ तक मैं देख सकता हूँ, दादाजी ठीक हैं।",198,,,,,,,,,,,,私,,が,,見る,7,限り,2658,おじいさん,,は,,元気,587,です,,,,,,,,,,,,,,Sentence,17,TRUE
235,日本語を勉強する上で復習はとても大切です。,8,日本語を勉強する上で、復習はとても大切です。,"In studying Japanese, reviewing is very important.","Khi học tiếng Nhật, việc ôn tập là rất quan trọng.",在学习日语方面，复习非常重要。,일본어를 공부하는 데 있어서 복습은 매우 중요합니다.,"Dalam belajar bahasa Jepang, mengulang sangat penting.",जापानी पढ़ने के लिए दोहराना बहुत ज़रूरी है।,199,,,,,,,,,,,,日本語,,を,,勉強する,325,上,,で,,復習,332,は,,とても,,大切です,,,,,,,,,,,,Sentence,21,TRUE
236,悩んだあげくその仕事をやめました。,9,悩んだあげく、その仕事をやめました。,"After much hesitation, I quit the job.","Sau khi đắn đo nhiều, tôi đã nghỉ việc đó.",烦恼之后辞掉了那份工作。,고민 끝에 그 일을 그만두었습니다.,"Setelah banyak berpikir, saya berhenti dari pekerjaan itu.",बहुत सोचने के बाद मैंने वह नौकरी छोड़ दी।,200,,,,,,,,,,,,悩ん,1606,だ,,あげく,,その,,仕事,,を,,やめ,5800,ました,,,,,,,,,,,,,,Sentence,17,TRUE
237,長い話し合いの末に決まりました。,9,長い話し合いの末に決まりました。,It was decided after a long discussion.,"Sau cuộc thảo luận dài, quyết định đã được đưa ra.",经过长时间的讨论后决定了。,긴 논의 끝에 결정되었습니다.,Diputuskan setelah diskusi panjang.,लंबी चर्चा के बाद तय हुआ।,201,,,,,,,,,,,,長い,,話し,294,合い,,の,,末,,に,,決まり,804,ました,,,,,,,,,,,,,,Sentence,16,TRUE
238,母は子供を育てつつ学校にも通っています。,7,母は子供を育てつつ、学校にも通っています。,My mother is raising her child while also going to school.,Mẹ tôi vừa nuôi con vừa đi học.,母亲一边养育孩子，一边也上学。,어머니는 아이를 키우면서 학교에도 다니고 있습니다.,Ibu mengurus anak sambil bersekolah.,माँ बच्चों की परवरिश के साथ-साथ स्कूल भी जाती है।,202,,,,,,,,,,,,母は,86,子供,,を,,育て,868,つつ,,学校,,にも,,通って,795,います,,,,,,,,,,,,Sentence,20,TRUE
239,やるからには最後までがんばります。,8,やるからには、最後までがんばります。,"Since I’m doing it, I’ll do my best until the end.",Một khi đã làm thì tôi sẽ cố gắng đến cùng.,既然决定做，就要努力到最后。,할 바에는 끝까지 노력하겠습니다.,"Karena sudah memulai, saya akan berusaha sampai akhir.",जब करना है तो अंत तक प्रयास करूँगा।,203,,,,,,,,,,,,やる,5721,から,,に,,は,,最後,,まで,,がんばり,1287,ます,,,,,,,,,,,,,,Sentence,17,TRUE
240,兄は車を買ったもののあまり乗っていません。,8,兄は車を買ったものの、あまり乗っていません。,"My older brother bought a car, but he doesn’t drive it much.",Anh trai tôi đã mua xe nhưng ít khi lái.,哥哥虽然买了车，但是不怎么开。,형은 차를 샀지만 그다지 타지 않습니다.,"Kakak laki-laki sudah membeli mobil, tetapi jarang mengendarainya.","बड़े भाई ने कार खरीदी, लेकिन ज़्यादा नहीं चलाते।",204,,,,,,,,,,,,兄,,は,,車,,を,,買った,275,ものの,,あまり,,乗って,718,いません,,,,,,,,,,,,Sentence,21,TRUE
241,貧しいながらも家族は幸せに暮らしています。,8,貧しいながらも、家族は幸せに暮らしています。,"Although poor, the family lives happily.",Dù nghèo nhưng gia đình vẫn sống hạnh phúc.,虽然贫穷，但家人幸福地生活着。,"Meskipun miskin, keluarga hidup bahagia.","Walaupun miskin, keluarga hidup bahagia.",गरीब होने के बावजूद भी परिवार खुशी से रह रहा है।,205,,,,,,,,,,,,貧しい,,ながら,,も,,家族,,は,,幸せ,,に,,暮らして,5802,います,,,,,,,,,,,,Sentence,21,TRUE
242,一人暮らしは自由な反面寂しさも感じます。,9,一人暮らしは自由な反面、寂しさも感じます。,"Living alone gives you freedom, but also loneliness.",Sống một mình thì tự do nhưng cũng cảm thấy cô đơn.,一个人生活虽然自由，但也会感到寂寞。,"Hidup sendiri bebas, tapi di sisi lain juga merasa kesepian.","Hidup sendiri bebas, namun di sisi lain juga terasa sepi.","अकेले रहना आज़ाद तो है, पर अकेलापन भी महसूस होता है।",206,,,,,,,,,,,,一人暮らし,,は,,自由,,な,,反面,,寂しさ,375,も,,感じ,2686,ます,,,,,,,,,,,,Sentence,20,TRUE
243,勉強する一方でアルバイトもしています。,9,勉強する一方で、アルバイトもしています。,"I study, but at the same time I also have a part-time job.",Tôi vừa học vừa làm thêm.,一边学习，一边也在打工。,공부하는 한편 아르바이트도 하고 있습니다.,"Di satu sisi saya belajar, di sisi lain juga bekerja paruh waktu.","एक तरफ़ पढ़ाई कर रहा हूँ, दूसरी तरफ़ पार्ट-टाइम नौकरी भी।",207,,,,,,,,,,,,勉強,325,する,,一方,,で,,アルバイト,,も,,して,,い,,ます,,,,,,,,,,,,Sentence,19,TRUE
244,彼は日本語どころか英語も話せません。,9,彼は日本語どころか、英語も話せません。,"He can’t even speak English, let alone Japanese.",Anh ta không những không nói được tiếng Nhật mà cả tiếng Anh cũng không.,他连日语都不会说，更别说英语了。,그는 일본어는커녕 영어도 못 합니다.,"Dia tidak bisa berbicara bahasa Inggris, apalagi bahasa Jepang.","वह जापानी क्या, अंग्रेजी भी नहीं बोल सकता।",208,,,,,,,,,,,,彼,,は,,日本語,,どころか,,英語,,も,,話せ,,ません,,,,,,,,,,,,,,Sentence,18,TRUE
245,この数学の教科書は中学生向きです。,8,この数学の教科書は、中学生向きです。,This math textbook is suitable for junior high school students.,Cuốn sách toán này phù hợp cho học sinh trung học cơ sở.,这本数学教科书适合中学生。,이 수학 교과서는 중학생용입니다.,Buku pelajaran matematika ini cocok untuk siswa SMP.,यह गणित की पाठ्यपुस्तक मिडिल स्कूल के छात्रों के लिए है।,209,,,,,,,,,,,,この,,数学,,の,,教科書,,は,,中学生,,向き,2704,です,,,,,,,,,,,,,,Sentence,17,TRUE
246,朝ごはん抜きで学校へ走りました。,7,朝ごはん抜きで学校へ走りました。,I ran to school without breakfast.,Tôi chạy đến trường mà không ăn sáng.,没吃早饭就跑去学校了。,tanpa sarapan saya berlari ke sekolah.,Saya lari ke sekolah tanpa sarapan.,नाश्ते के बिना स्कूल की ओर दौड़ा।,211,,,,,,,,,,,,朝ごはん,171,抜き,1597,で,,学校,,へ,,走り,634,ました,,,,,,,,,,,,,,,,Sentence,16,TRUE
247,支払いは消費税込みで千円です。,7,支払いは消費税込みで千円です。,"The payment is 1,000 yen including tax.","Tổng số tiền thanh toán là 1.000 yên, bao gồm thuế.",支付包括消费税在内是一千日元。,pembayaran seribu yen termasuk pajak.,Pembayaran adalah seribu yen termasuk pajak.,भुगतान उपभोक्ता कर सहित हज़ार येन है।,212,,,,,,,,,,,,支払い,,は,,消費税,,込み,,で,,千円,,です,,,,,,,,,,,,,,,,Sentence,15,TRUE
248,病気にもかかわらず父は会社へ行きました。,10,病気にもかかわらず、父は会社へ行きました。,"Despite being sick, my father went to work.","Mặc dù bị bệnh, bố tôi vẫn đi làm.",尽管生病了，父亲还是去公司了。,"meskipun sakit, ayah pergi ke kantor.","Meskipun sakit, Ayah pergi ke kantor.",बीमार होने के बावजूद पिताजी कंपनी गए।,213,〜にもかかわらず 逆接 逆接,,,,,,,,,,,病気,,に,,も,,かかわら,,ず,,父,,は,,会社,,へ,,行きました,271,,,,,,,,,Sentence,20,TRUE
249,慌てていたとはいえ宛先を間違ってしまうなんて。,11,慌てていたとはいえ、宛先を間違ってしまうなんて。,"Even though I was in a hurry, I can’t believe I sent it to the wrong address.","Dù đang vội, thật khó tin là tôi lại gửi nhầm địa chỉ.",虽说当时很慌张，但竟然会写错地址。,"walaupun panik, salah alamat sungguh.","Meskipun sedang terburu-buru, salah alamat sungguh.","हालाँकि जल्दबाज़ी में थे, लेकिन पता गलत लिख दिया!",214,〜とはいえ 逆接 逆接,,,,,,,,,,,慌てて,2929,いた,,と,,は,,いえ,,宛先,,を,,間違って,2900,しまう,,なんて,,,,,,,,,,Sentence,23,TRUE
250,今日は雨ばかりか雪まで降っています。,11,今日は雨ばかりか、雪まで降っています。,"Today, not only is it raining, but it’s also snowing.",Hôm nay không chỉ mưa mà còn có tuyết rơi.,今天不仅下雨，还下雪了。,"hari ini bukan hanya hujan, bahkan salju.","Hari ini tidak hanya hujan, tetapi juga turun salju.","आज न केवल बारिश हो रही है, बल्कि बर्फ भी गिर रही है।",215,〜ばかりか 追加 追加,,,,,,,,,,,今日,,は,,雨,,ばかりか,,雪,,まで,,降って,638,います,,,,,,,,,,,,,,Sentence,18,TRUE
251,彼は日本語だけでなく英語も話せます。,10,彼は日本語だけでなく、英語も話せます。,He can speak not only Japanese but also English.,Anh ấy không chỉ nói được tiếng Nhật mà còn nói được tiếng Anh.,他不仅会说日语，还会说英语。,"dia bisa bahasa Inggris, bukan hanya Jepang.","Dia bisa berbicara bahasa Inggris, tidak hanya bahasa Jepang.","वह न केवल जापानी, बल्कि अंग्रेजी भी बोल सकता है।",216,〜だけでなく 追加 追加,,,,,,,,,,,彼,,は,,日本語,,だけ,,で,,なく,,英語,,も,,話せ,294,ます,,,,,,,,,,Sentence,18,TRUE
252,祖母は怒っていたというより悲しそうでした。,10,祖母は怒っていたというより、悲しそうでした。,My grandmother looked more sad than angry.,Bà tôi trông có vẻ buồn hơn là giận.,奶奶与其说是生气，不如说是伤心。,nenek lebih sedih daripada marah.,Nenek terlihat lebih sedih daripada marah.,"दादी गुस्से में नहीं, बल्कि उदास लग रही थीं।",217,〜というより 訂正 訂正,,,,,,,,,,,祖母,,は,,怒って,292,いた,,と,,いう,,より,,悲しそう,373,でした,,,,,,,,,,,,Sentence,21,TRUE
253,彼の話し方からして先生のようです。,10,彼の話し方からして、先生のようです。,"Judging from the way he speaks, he seems like a teacher.","Nhìn cách anh ấy nói chuyện, có vẻ anh ấy là giáo viên.",从他的说话方式来看，他好像是老师。,"dari cara bicaranya, dia sepertinya guru.","Dilihat dari cara bicaranya, dia sepertinya guru.",उसकी बात करने के तरीके से लगता है कि वह शिक्षक है।,218,〜ことから 理由・由来 理由・判断根拠,,,,,,,,,,,彼,,の,,話し方,,から,,して,,先生,,の,,よう,,です,,,,,,,,,,,,Sentence,17,TRUE
254,君がもっと早く知らせてくれればよかったものを。,12,君が、もっと早く知らせてくれればよかったものを。,I wish you had told me earlier.,Giá mà bạn nói cho tôi sớm hơn thì tốt rồi.,你早点告诉我多好啊。,kalau saja kamu memberitahu lebih awal.,Alangkah baiknya jika Anda memberitahu lebih awal.,काश तुमने मुझे जल्दी बताया होता।,219,〜ものを 残念 残念な気持ち,,,,,,,,,,,君,,が,,もっと,,早く,,知らせて,2960,くれれ,,ば,,よかった,,もの,,を,,,,,,,,,,Sentence,23,TRUE
255,今から行ったところで間に合わないでしょう。,10,今から行ったところで、間に合わないでしょう。,"Even if we go now, we probably won’t make it in time.",Dù bây giờ có đi thì chắc cũng không kịp đâu.,即使现在去也来不及了。,"meskipun pergi sekarang, tidak akan sempat.","Meskipun pergi sekarang, tidak akan sempat.",अगर अब से जाओगे तो भी समय पर नहीं पहुँच पाओगे।,220,〜たところで 仮定逆接 仮定逆接,,,,,,,,,,,今,,から,,行った,271,ところ,,で,,間に合わ,1260,ない,,でしょう,,,,,,,,,,,,,,Sentence,21,TRUE
256,このレストランは入口からして高そうです。,12,このレストランは、入口からして高そうです。,This restaurant looks expensive even from the entrance.,Nhà hàng này trông đã sang trọng ngay từ lối vào.,这家餐厅从入口看起来就很贵。,restoran ini dari pintu masuknya sudah terlihat mahal.,Restoran ini terlihat mahal dari pintu masuknya.,यह रेस्टोरेंट प्रवेश द्वार से ही महंगा लगता है।,221,〜からして 判断根拠 判断の根拠,,,,,,,,,,,この,,レストラン,,は,,入口,,から,,して,,高そう,348,です,,,,,,,,,,,,,,Sentence,20,TRUE
257,社会人ともなると責任が重くなります。,11,社会人ともなると、責任が重くなります。,"Once you become a working adult, your responsibilities increase.","Khi trở thành người đi làm, trách nhiệm sẽ nặng nề hơn.",一旦成为社会人士，责任就会变重。,"menjadi orang dewasa, tanggung jawab bertambah.","Jika sudah menjadi orang dewasa, tanggung jawab menjadi berat.","एक बार पेशेवर बनने पर, ज़िम्मेदारी बढ़ जाती है।",222,〜ともなると 条件 地位・状況,,,,,,,,,,,社会人,,とも,,なる,,と,,責任,,が,,重く,739,なり,,ます,,,,,,,,,,,,Sentence,18,TRUE
258,夫は家に帰るなり寝てしまいました。,11,夫は家に帰るなり、寝てしまいました。,My husband fell asleep as soon as he got home.,Chồng tôi vừa về đến nhà là ngủ ngay.,丈夫一回到家就睡着了。,suami langsung tidur begitu pulang.,Suami langsung tidur begitu pulang ke rumah.,पति घर आते ही सो गए।,223,〜なり 即座 即座の行動,,,,,,,,,,,夫,,は,,家,,に,,帰る,272,なり,,寝て,308,しまい,,ました,,,,,,,,,,,,Sentence,17,TRUE
259,先生が入るや否や学生たちは立ちました。,11,先生が入るや否や、学生たちは立ちました。,"As soon as the teacher entered, the students stood up.","Ngay khi thầy bước vào, các học sinh đều đứng dậy.",老师一进来，学生们就站了起来。,"guru masuk, murid-murid langsung berdiri.","Begitu guru masuk, para siswa langsung berdiri.",शिक्षक के आते ही छात्र खड़े हो गए।,224,〜や否や 即座 即座の行動,,,,,,,,,,,先生,,が,,入る,651,や,,否や,,学生たち,34,は,,立ち,295,ました,,,,,,,,,,,,Sentence,19,TRUE
260,そんなことを言うと誤解を招きかねません。,11,そんなことを言うと、誤解を招きかねません。,Saying something like that could cause a misunderstanding.,Nói như vậy có thể gây ra hiểu lầm đấy.,说那种话可能会引起误解。,mengatakan hal seperti itu dapat menyebabkan kesalahpahaman.,Mengatakan hal seperti itu bisa menyebabkan kesalahpahaman.,ऐसी बातें करने से गलतफहमी हो सकती है।,225,〜かねない 可能性 悪い可能性,,,,,,,,,,,そんな,,こと,,を,,言う,,と,,誤解,,を,,招き,2841,かね,,ません,,,,,,,,,,Sentence,20,TRUE
261,プロにはなれないまでも趣味として続けたいです。,12,プロにはなれないまでも、趣味として続けたいです。,"Even if I can’t become a professional, I want to continue as a hobby.","Dù không thể trở thành chuyên nghiệp, tôi vẫn muốn tiếp tục như một sở thích.",即使成不了专业人士，也想作为兴趣继续下去。,"meskipun tidak bisa jadi pro, ingin terus sebagai hobi.","Meskipun tidak bisa menjadi profesional, saya ingin melanjutkannya sebagai hobi.","भले ही मैं पेशेवर न बनूँ, मैं इसे शौक के तौर पर जारी रखना चाहता हूँ।",226,〜ないまでも 譲歩 譲歩,,,,,,,,,,,プロ,,に,,は,,なれ,,ない,,までも,,趣味,,として,,続けたい,888,です,,,,,,,,,,Sentence,23,TRUE
262,その選手は日本のみならず外国でも大人気です。,11,その選手は、日本のみならず外国でも大人気です。,That athlete is very popular not only in Japan but also overseas.,Vận động viên đó không chỉ nổi tiếng ở Nhật mà còn ở nước ngoài.,那位选手不仅在日本，在国外也很受欢迎。,"atlet itu populer di luar negeri, bukan hanya Jepang.","Atlet itu sangat populer tidak hanya di Jepang, tetapi juga di luar negeri.","वह खिलाड़ी न केवल जापान में, बल्कि विदेशों में भी बहुत लोकप्रिय है।",227,〜のみならず 追加 追加,,,,,,,,,,,その,,選手,,は,,日本,,のみ,,ならず,,外国,,でも,,大人気,933,です,,,,,,,,,,Sentence,22,TRUE
263,彼は漢字はおろかひらがなも読めません。,12,彼は漢字はおろか、ひらがなも読めません。,"He can’t even read hiragana, let alone kanji.","Anh ấy đến hiragana còn không đọc được, nói gì đến kanji.",他连平假名都读不了，更别说汉字了。,"dia tidak bisa baca hiragana, apalagi kanji.","Dia tidak bisa membaca hiragana, apalagi kanji.","वह कांजी क्या, हिरागाना भी नहीं पढ़ सकता।",228,〜はおろか 追加強調 追加強調,,,,,,,,,,,彼,,は,,漢字,,は,,おろか,,ひらがな,,も,,読め,274,ません,,,,,,,,,,,,Sentence,19,TRUE
264,この漫画は子どもに限らず大人でも楽しめます。,10,この漫画は、子どもに限らず、大人でも楽しめます。,This comic can be enjoyed not only by children but also by adults.,Truyện tranh này không chỉ trẻ em mà người lớn cũng có thể thưởng thức.,这本漫画不仅是孩子，大人也能享受。,"komik ini bisa dinikmati orang dewasa, tidak hanya anak-anak.","Komik ini bisa dinikmati oleh orang dewasa, tidak hanya anak-anak.","यह कॉमिक बच्चों तक ही सीमित नहीं, बड़े भी इसका आनंद ले सकते हैं।",229,〜に限らず 範囲 範囲の拡大,,,,,,,,,,,この,,漫画,,は,,子ども,104,に,,限ら,,ず,,大人,,でも,,楽しめます,374,,,,,,,,,Sentence,22,TRUE
265,この試合を皮切りに彼の活躍が始まりました。,12,この試合を皮切りに、彼の活躍が始まりました。,His success began with this match.,Trận đấu này là khởi đầu cho sự tỏa sáng của anh ấy.,以这场比赛为开端，他的活跃开始了。,"mulai pertandingan ini, aktivitasnya dimulai.",Aktivitasnya dimulai dengan pertandingan ini sebagai permulaan.,इस मैच की शुरुआत के साथ ही उनका प्रदर्शन शुरू हो गया।,230,〜を皮切りに 開始 開始点,,,,,,,,,,,この,,試合,,を,,皮切り,,に,,彼,,の,,活躍,,が,,始まりました,1248,,,,,,,,,Sentence,21,TRUE
266,今日はいいことずくめの一日でしたね。,12,今日は、いいことずくめの一日でしたね。,Today was a day full of good things.,Hôm nay đúng là một ngày toàn chuyện vui.,今天是好事不断的一天呢。,hari ini penuh dengan hal baik.,"Hari ini adalah hari yang penuh dengan hal baik, ya.","आज का दिन अच्छी चीज़ों से भरा हुआ था, है ना।",231,〜ずくめ 全面 全て同じ状態,,,,,,,,,,,今日,,は,,いい,,こと,,ずくめ,,の,,一日,,でした,,ね,,,,,,,,,,,,Sentence,18,TRUE
267,兄は片付けないので部屋がゴミだらけです。,10,兄は片付けないので、部屋がゴミだらけです。,"My brother never cleans up, so his room is full of trash.",Anh trai tôi không bao giờ dọn dẹp nên phòng toàn rác.,哥哥不整理，所以房间里全是垃圾。,"karena kakak tidak beres-beres, kamarnya penuh sampah.","Karena Kakak tidak membereskan, kamarnya penuh sampah.",बड़े भाई सफाई नहीं करते इसलिए कमरा कचरे से भरा है।,232,〜だらけ 多数 マイナスの多数,,,,,,,,,,,兄,,は,,片付け,675,ない,,ので,,部屋,,が,,ゴミ,,だらけ,,です,,,,,,,,,,Sentence,20,TRUE
268,校庭で転んで泥まみれになりました。,11,校庭で転んで、泥まみれになりました。,I fell in the schoolyard and got covered in mud.,Tôi bị ngã ở sân trường và toàn thân dính đầy bùn.,在操场上摔倒，全身是泥。,jatuh di halaman sekolah dan penuh lumpur.,Saya jatuh di halaman sekolah dan berlumuran lumpur.,स्कूल के मैदान में गिरकर मैं कीचड़ से लथपथ हो गया।,233,〜まみれ 付着 覆われている,,,,,,,,,,,校庭,,で,,転ん,891,で,,泥,,まみれ,,に,,なり,,ました,,,,,,,,,,,,Sentence,17,TRUE
269,この道路は工事中につき通行できません。,10,この道路は工事中につき、通行できません。,This road is closed due to construction.,Con đường này đang thi công nên không thể đi qua.,由于这条道路正在施工，所以禁止通行。,jalan ini tidak bisa dilewati karena konstruksi.,Jalan ini tidak bisa dilewati karena sedang dalam konstruksi.,"यह सड़क निर्माण के कारण बंद है, इसलिए पार नहीं किया जा सकता।",234,〜につき 理由・告知 理由・告知,,,,,,,,,,,この,,道路,,は,,工事中,,に,,つき,,通行,,でき,,ません,,,,,,,,,,,,Sentence,19,TRUE
270,苦労しただけに成功の喜びも大きかったです。,12,苦労しただけに、成功の喜びも大きかったです。,"Because I struggled a lot, the joy of success was even greater.",Vì đã vất vả nhiều nên niềm vui khi thành công càng lớn hơn.,正是因为付出了努力，成功的喜悦也更大。,"karena sudah berjuang keras, kegembiraan sukses pun besar.","Karena sudah berusaha keras, kegembiraan sukses juga besar.","क्योंकि मैंने कड़ी मेहनत की, सफलता की खुशी भी बड़ी थी।",235,〜だけに 理由 当然の理由,,,,,,,,,,,苦労,,した,,だけ,,に,,成功,,の,,喜び,733,も,,大きかった,346,です,,,,,,,,,,Sentence,21,TRUE
271,行くにせよ行かないにせよ早めに決めてください。,12,行くにせよ、行かないにせよ、早めに決めてください。,"Whether you go or not, please decide soon.",Dù đi hay không đi thì cũng hãy quyết định sớm nhé.,无论是去还是不去，请早点决定。,"entah pergi atau tidak, tolong putuskan segera.","Entah pergi atau tidak, tolong putuskan lebih awal.","चाहे जाना हो या न जाना हो, कृपया जल्दी फैसला करें।",236,〜にせよ 譲歩 譲歩,,,,,,,,,,,行くに,271,せよ,,行か,271,ない,,にせよ,,早めに,2745,決め,805,て,,ください,,,,,,,,,,,,Sentence,23,TRUE
272,子どもといえども約束は守らなければなりません。,11,子どもといえども、約束は守らなければなりません。,Even children must keep their promises.,Dù là trẻ con cũng phải giữ lời hứa.,即使是孩子也必须遵守约定。,"meskipun anak-anak, janji harus ditepati.","Meskipun anak-anak, janji harus dipenuhi.","बच्चे भी हों, तो भी वादे निभाने पड़ते हैं।",238,〜といえども 譲歩 譲歩,,,,,,,,,,,子ども,104,と,,いえども,,約束,,は,,守ら,1282,なけれ,,ば,,なり,,ません,,,,,,,,,,Sentence,23,TRUE
273,行けるものなら宇宙へ行ってみたいです。,13,行けるものなら、宇宙へ行ってみたいです。,"If I could, I’d like to go to space.","Nếu có thể, tôi muốn đi vào vũ trụ.",如果能去的话，想去宇宙看看。,"kalau bisa pergi, ingin ke luar angkasa.","Jika mungkin, saya ingin mencoba pergi ke luar angkasa.","अगर जा पाता, तो अंतरिक्ष में जाकर देखना चाहता।",239,〜ものなら 仮定 実現困難な仮定,,,,,,,,,,,行ける,271,もの,,なら,,宇宙,,へ,,行って,271,みたい,,です,,,,,,,,,,,,,,Sentence,19,TRUE
274,努力なくして成功はありません。,15,努力なくして、成功はありません。,There is no success without effort.,Không có thành công nào mà không có nỗ lực.,没有努力就没有成功。,"tanpa usaha, tidak ada kesuksesan.","Tanpa usaha, tidak ada kesuksesan.",प्रयास के बिना सफलता नहीं मिलती।,240,〜なくして 否定条件 否定条件,,,,,,,,,,,努力,1337,なく,,して,,成功,,は,,あり,,ません,,,,,,,,,,,,,,,,Sentence,15,TRUE
275,スマホを見るともなく見ていたら通知が届いた。,13,スマホを見るともなく見ていたら、通知が届いた。,I was looking at my phone absentmindedly when a notification arrived.,Tôi nhìn điện thoại một cách vô thức thì có thông báo đến.,随便看看手机时收到了通知。,"saat melihat HP tanpa niat, notifikasi datang.","Saat melihat ponsel tanpa niat, notifikasi datang.",बिना देखे फ़ोन देख रहा था तो नोटिफिकेशन आ गई।,241,〜ともなく 無意識 無意識の行動,,,,,,,,,,,スマホ,,を,,見る,7,とも,,なく,,見て,7,いたら,,通知,,が,,届いた,912,,,,,,,,,Sentence,22,TRUE
276,彼の態度は失礼極まりない。,14,彼の態度は、失礼極まりない。,His attitude is extremely rude.,Thái độ của anh ta vô cùng thô lỗ.,他的态度极其失礼。,sikapnya sangat tidak sopan.,Sikapnya sangat tidak sopan.,उसका रवैया बेहद असभ्य है।,242,〜極まりない 極度 極度の状態,,,,,,,,,,,彼,,の,,態度,,は,,失礼,4793,極まり,,ない,,,,,,,,,,,,,,,,Sentence,13,TRUE
277,暖かいご支援をいただき感謝の念に堪えません。,14,暖かいご支援をいただき、感謝の念に堪えません。,I am deeply grateful for your warm support.,Tôi vô cùng biết ơn sự giúp đỡ ấm áp của mọi người.,得到您温暖的支持，感激不尽。,tidak bisa menahan rasa terima kasih atas dukungan hangat.,Saya tidak bisa menahan rasa terima kasih atas dukungan hangat yang diberikan.,आपके गर्मजोशी भरे समर्थन के लिए मैं बहुत आभारी हूँ।,243,〜に堪えない 強い感情 耐えられない,,,,,,,,,,,暖かい,,ご支援,5364,を,,いただき,,感謝,1116,の,,念,,に,,堪え,,ません,,,,,,,,,,Sentence,22,TRUE
